upc,dynamic_profit,myopic_profit,vdo_contribution,alpha,capacity,washout_horizon
3800000127,315.9430726272595,315.9430726272595,0.0,1.65,1,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.65,1,12
3800001611,420.799896737785,420.799896737785,0.0,1.65,1,12
1600066510,498.537894505076,498.537894505076,0.0,1.7,1,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.7,1,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.7,1,12
3800000110,205.24492990513306,205.42223262680224,-0.1773027216691787,1.7,1,12
3800000120,330.56470250458335,329.68146345676416,0.8832390478191883,1.7,1,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.7,1,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.7,1,12
3800001611,420.799896737785,420.799896737785,0.0,1.7,1,12
1600066510,498.537894505076,498.537894505076,0.0,1.75,1,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.75,1,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.75,1,12
3800000110,206.2752510054354,206.4731525197979,-0.19790151436251335,1.75,1,12
3800000120,346.01031402674306,344.6193503974566,1.390963629286432,1.75,1,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.75,1,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.75,1,12
3800001611,420.799896737785,420.799896737785,0.0,1.75,1,12
1600066510,498.537894505076,498.537894505076,0.0,1.8,1,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.8,1,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.8,1,12
3800000110,207.37957486251065,207.52407241279357,-0.14449755028292088,1.8,1,12
3800000120,361.4171859605253,359.557237338149,1.8599486223762938,1.8,1,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.8,1,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.8,1,12
3800001611,420.799896737785,420.799896737785,0.0,1.8,1,12
1600066510,498.537894505076,483.18374467235844,15.354149832717553,1.85,1,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.85,1,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.85,1,12
3800000110,208.40764156652523,208.5749923057892,-0.16735073926398059,1.85,1,12
3800000120,376.90264941712405,374.4951242788414,2.407525138282665,1.85,1,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.85,1,12
